Date,Time,Bendung Katulampa,ch_bk,Pos Depok,ch_depok,PA Manggarai,ch_manggarai,PA Karet,ch_karet,Pos Krukut Hulu,ch_kh,PA Pesanggrahan,ch_pasanggrahan,Pos Angke Hulu,ch_ah,Waduk Pluit,ch_pluit,Pasar Ikan,ch_pi,Pos Cipinang Hulu,ch_ch,Pos Sunter Hulu,ch_sh,PA Pulo Gadung,ch_pg
1/2/2014,2:00,30,MT,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,
1/2/2014,6:00,40,T,115,MT,680,T,390,T,60,MT,75,T,40,T,-200,T,201,T,85,T,50,T,360,T
1/2/2014,7:00,35,T,105,T,680,T,390,T,60,,75,T,40,T,-200,,201,,85,T,50,T,360,T
1/2/2014,8:00,35,T,105,T,680,T,390,,60,,75,MT,40,T,-200,,201,,85,T,50,T,360,T
1/2/2014,9:00,30,T,105,T,680,T,390,,60,,75,MT,40,T,-200,,201,,85,T,50,T,360,T
1/2/2014,10:00,30,T,105,T,680,T,390,,60,,80,MT,40,T,-200,,201,,85,T,50,T,360,T
1/2/2014,11:00,30,MT,105,T,680,T,390,,60,,85,MT,40,T,-200,,201,,85,T,50,T,360,T
1/2/2014,12:00,30,MT,105,MT,680,T,390,,60,,85,MT,40,T,-200,,201,,85,T,50,T,360,MT
1/2/2014,13:00,30,MT,105,MT,680,MT,390,,60,,85,MT,40,T,-200,,201,,85,T,50,T,360,MT
1/2/2014,14:00,30,MT,105,MT,680,MT,390,,60,,70,MT,40,T,-200,,201,,85,T,50,MT,360,MT
1/2/2014,15:00,30,MT,105,MT,680,MT,390,,60,,70,MT,40,MT,-200,,201,,85,T,50,MT,360,MT
1/2/2014,16:00,30,MT,105,MT,680,MT,390,,60,,70,MT,40,MT,-200,,201,,85,T,50,MT,360,MT
1/2/2014,17:00,30,MT,100,MT,680,MT,390,,60,,75,MT,70,MT,-200,,201,,85,MT,50,MT,360,MT
1/2/2014,18:00,70,MT,100,MT,680,MT,390,,60,,75,MT,70,MT,-200,,201,,85,M,50,MT,360,MT
1/2/2014,19:00,40,M,100,MT,680,MT,380,T,50,MT,75,MT,65,T,-160,T,125,T,85,MT,50,T,365,T
1/2/2014,20:00,40,M,115,MT,680,MT,380,T,50,MT,75,MT,65,T,-160,T,124,MT,85,MT,50,T,365,T
1/2/2014,21:00,40,M,110,MT,680,T,380,T,50,MT,75,MT,65,T,-160,T,124,MT,85,MT,50,T,365,T
1/2/2014,22:00,40,M,105,T,680,T,380,T,50,MT,75,MT,65,T,-160,T,124,MT,85,T,50,T,365,T
1/2/2014,23:00,40,M,110,T,680,T,380,T,50,MT,75,MT,65,T,-160,T,124,MT,85,T,50,T,365,T
1/3/2014,0:00,30,MT,115,T,680,T,380,T,50,MT,75,MT,65,T,-160,T,145,MT,85,T,50,T,365,T
1/3/2014,1:00,30,MT,115,T,680,T,380,T,50,MT,75,MT,65,T,-160,T,156,MT,85,T,50,T,365,T
1/3/2014,2:00,30,MT,115,T,680,T,380,T,50,MT,75,MT,65,T,-160,T,162,MT,85,T,50,T,365,T
1/3/2014,3:00,30,MT,115,T,680,T,380,T,50,MT,75,MT,85,T,-185,MT,167,MT,85,T,50,T,365,T
1/3/2014,4:00,30,MT,115,T,680,T,380,T,50,MT,75,MT,65,T,-185,MT,173,MT,85,T,50,T,365,T
1/3/2014,5:00,30,MT,115,T,680,T,380,T,50,MT,75,MT,65,T,-185,MT,176,MT,85,T,50,T,365,T
1/3/2014,6:00,30,MT,100,MT,680,T,380,T,50,MT,75,MT,65,MT,-185,MT,179,MT,85,T,50,T,365,T
1/3/2014,10:00,30,,100,,680,,380,,50,,75,,65,,-195,T,227,T,85,,50,,365,
1/3/2014,11:00,30,,100,,680,,380,,50,,75,,65,,-195,,230,T,85,,50,,365,
1/6/2014,7:00,10,T,90,T,680,T,380,T,50,T,70,MT,50,T,-170,T,156,T,80,T,50,T,360,T
1/6/2014,8:00,10,T,90,T,680,T,390,T,50,T,75,T,40,T,-180,T,165,T,80,T,50,T,360,T
1/6/2014,9:00,10,T,90,T,680,T,380,T,50,T,75,T,40,T,-180,T,165,T,80,T,50,T,360,T
1/6/2014,10:00,10,T,90,MT,680,T,380,T,50,T,75,T,40,T,-170,M,165,MT,80,T,50,T,365,T
1/6/2014,11:00,10,T,90,MT,680,MT,380,M,45,T,75,T,40,T,-170,M,186,MT,80,T,50,T,365,M
1/6/2014,12:00,10,G,90,T,680,M,380,MT,45,MT,75,T,40,T,-170,MT,184,G,80,T,50,T,365,M
1/6/2014,13:00,10,G,90,T,680,M,380,MT,45,MT,75,T,40,T,-150,M,181,M,80,T,50,T,365,M
1/6/2014,14:00,10,MT,90,T,680,M,380,MT,45,T,75,T,40,T,-150,M,175,MT,80,T,50,T,365,M
1/6/2014,15:00,10,MT,90,T,680,M,380,MT,45,T,75,T,40,T,-150,M,170,MT,80,T,50,T,365,M
1/6/2014,16:00,10,MT,90,T,680,MT,380,MT,45,T,75,T,40,T,-150,M,170,MT,80,T,50,T,365,M
1/6/2014,17:00,10,MT,90,T,680,MT,380,MT,45,T,75,T,40,T,-150,M,170,MT,80,T,50,T,365,M
1/6/2014,18:00,10,MT,90,MT,680,MT,380,MT,45,T,75,T,40,T,-150,M,158,T,80,T,50,T,365,M
1/7/2014,6:00,10,T,90,MT,680,T,380,T,45,T,75,T,40,T,-145,T,173,T,80,T,50,T,360,T
1/7/2014,7:00,10,T,90,T,680,T,380,T,45,T,70,T,40,T,-145,T,174,T,80,T,50,T,360,MT
1/7/2014,8:00,10,T,90,T,680,T,380,T,45,T,70,T,40,T,-145,T,175,T,80,T,50,T,360,MT
1/7/2014,9:00,10,T,90,T,680,T,380,T,45,T,70,T,40,T,-145,T,175,T,80,T,50,T,360,MT
1/7/2014,10:00,10,T,90,T,680,T,380,T,45,T,70,T,40,T,-145,T,175,T,80,T,50,T,360,MT
1/7/2014,11:00,10,T,90,T,680,T,380,T,65,T,70,T,40,T,-145,T,175,T,80,T,50,T,360,MT
1/7/2014,12:00,10,T,90,T,680,T,380,T,65,T,72,T,40,T,-145,T,170,T,80,T,50,T,360,MT
1/7/2014,13:00,10,T,90,T,680,T,380,T,60,T,70,M,40,T,-145,T,167,T,80,T,50,T,360,MT
1/7/2014,14:00,10,M,85,M,680,T,380,T,60,T,70,M,40,T,-145,T,167,T,80,T,50,MT,360,T
1/7/2014,15:00,10,MT,85,MT,680,T,380,T,50,T,70,T,40,T,-145,T,166,T,80,MT,50,MT,360,M
1/7/2014,16:00,10,MT,80,MT,680,M,380,T,45,T,70,MT,40,MT,-145,M,165,T,80,MT,50,MT,360,M
1/7/2014,17:00,10,MT,80,MT,680,M,380,T,45,T,70,MT,40,T,-145,M,161,T,80,MT,50,MT,360,M
1/7/2014,18:00,10,MT,80,MT,680,M,380,T,45,MT,70,MT,40,T,-145,MT,141,T,80,MT,50,M,360,M
1/7/2014,19:00,10,MT,80,M,680,MT,380,M,45,MT,70,MT,40,M,-145,H,146,T,80,MT,50,MT,360,MT
1/7/2014,20:00,10,MT,80,M,680,MT,380,M,45,MT,70,MT,40,M,-145,H,147,T,80,MT,50,MT,360,MT
1/7/2014,21:00,10,MT,80,M,680,MT,380,M,45,MT,70,MT,40,M,-145,H,147,T,80,MT,50,MT,360,MT
1/7/2014,22:00,10,MT,80,M,680,MT,380,M,45,MT,70,MT,40,M,-145,G,147,T,80,MT,50,MT,360,MT
1/7/2014,23:00,10,MT,80,M,680,G,380,G,45,MT,70,M,40,M,-140,G,145,T,80,MT,50,M,360,M
1/8/2014,0:00,10,MT,85,MT,680,M,380,T,45,T,70,M,40,M,-140,G,145,M,80,MT,50,M,360,M
1/8/2014,1:00,10,MT,85,MT,680,M,380,T,45,T,70,M,40,M,-140,G,150,M,80,MT,50,M,360,M
1/8/2014,2:00,10,MT,85,MT,680,M,380,T,45,T,70,M,40,M,-140,G,160,M,80,MT,50,M,360,M
1/8/2014,3:00,10,MT,85,MT,680,M,380,T,45,T,70,M,40,M,-140,G,168,M,80,MT,50,M,360,M
1/8/2014,4:00,10,MT,85,MT,680,M,380,T,45,T,70,M,40,M,-140,G,175,M,80,MT,50,M,360,M
1/8/2014,5:00,10,MT,85,MT,680,M,380,T,45,T,70,M,40,M,-140,G,184,M,80,MT,50,M,360,M
1/8/2014,6:00,10,MT,85,M,680,M,380,T,45,T,70,M,40,M,-140,G,190,M,80,M,50,M,360,M
1/8/2014,7:00,10,MT,85,M,680,M,380,MT,45,MT,70,M,40,M,-125,H,190,M,80,H,50,M,400,H
1/8/2014,8:00,10,MT,85,H,680,M,380,M,45,G,70,MT,40,M,-125,H,190,M,80,H,50,M,400,H
1/8/2014,9:00,10,MT,85,H,680,M,400,H,45,G,70,M,40,M,-110,T,188,H,80,M,50,M,455,G
1/8/2014,10:00,10,MT,85,H,680,M,400,H,45,G,70,M,40,M,-110,T,183,H,80,M,50,M,455,G
1/8/2014,11:00,10,MT,85,H,680,H,430,G,45,G,70,M,40,M,-100,T,180,H,80,M,50,M,540,G
1/8/2014,12:00,10,MT,85,M,700,G,450,G,45,G,70,M,40,M,-100,T,170,G,80,M,50,M,590,G
1/8/2014,13:00,10,MT,110,M,700,G,450,G,70,G,80,G,100,G,-55,G,165,G,80,G,60,G,590,G
1/8/2014,14:00,10,MT,130,G,700,G,450,G,70,G,85,G,100,G,-50,G,158,M,80,G,60,G,580,M
1/8/2014,15:00,10,MT,130,G,700,G,490,M,90,G,100,G,140,M,-25,G,153,M,120,G,70,G,565,M
1/8/2014,16:00,10,M,130,M,700,M,490,M,90,G,110,M,140,M,0,M,152,M,120,G,70,G,545,M
1/8/2014,17:00,10,M,130,M,690,M,470,M,90,G,120,G,140,M,0,MT,150,M,120,G,70,G,515,M
1/8/2014,18:00,10,M,140,M,690,MT,470,M,90,G,120,MT,140,M,5,M,140,M,120,G,70,G,490,M
1/8/2014,19:00,10,M,140,M,690,MT,450,M,90,G,120,M,140,MT,5,M,138,T,120,M,70,G,490,M
1/8/2014,20:00,10,M,125,M,690,MT,420,M,90,MT,115,MT,140,MT,5,M,136,T,120,M,70,G,470,MT
1/8/2014,21:00,10,M,120,MT,690,MT,400,MT,90,MT,105,M,130,MT,-5,M,138,T,120,M,60,MT,460,MT
1/8/2014,22:00,10,M,110,MT,690,MT,400,MT,90,MT,100,MT,130,MT,-5,M,145,T,120,M,60,MT,430,MT
1/8/2014,23:00,10,M,105,MT,690,T,400,MT,80,MT,100,MT,125,MT,-5,M,149,T,120,M,60,MT,410,MT
1/9/2014,0:00,10,MT,105,MT,690,T,400,MT,80,MT,100,MT,120,MT,-10,M,155,T,100,MT,60,MT,405,MT
1/9/2014,1:00,10,MT,100,T,690,T,400,T,70,MT,95,MT,110,MT,-10,MT,164,T,90,MT,50,MT,400,MT
1/9/2014,2:00,10,MT,100,T,690,T,400,T,70,MT,95,MT,100,MT,-15,M,171,T,90,T,50,MT,390,MT
1/9/2014,3:00,10,MT,100,T,690,T,400,T,70,MT,95,MT,90,MT,-15,M,179,T,90,MT,50,MT,380,MT
1/9/2014,4:00,10,MT,100,T,690,T,400,T,70,MT,90,MT,80,MT,-30,M,188,T,90,MT,50,MT,375,MT
1/9/2014,5:00,10,T,100,T,690,T,400,T,70,MT,90,MT,75,T,-28,T,196,T,90,MT,50,MT,370,MT
1/9/2014,6:00,10,T,95,T,690,T,400,T,70,MT,90,MT,70,T,-30,T,200,T,90,MT,50,T,370,MT
1/9/2014,7:00,10,T,95,T,690,T,400,T,70,T,90,T,70,T,-45,G,202,T,90,T,50,T,370,T
1/9/2014,8:00,10,T,95,T,690,T,400,T,70,T,95,T,85,T,-45,G,200,T,90,T,50,T,370,T
1/9/2014,9:00,10,T,95,T,690,T,400,T,70,T,80,T,85,T,-50,G,195,T,90,T,50,T,370,T
1/9/2014,10:00,10,T,95,T,685,T,400,T,65,T,80,T,80,T,-55,T,185,T,90,T,50,T,370,T
1/9/2014,11:00,10,T,95,T,680,T,400,T,60,T,80,T,80,T,-55,T,175,T,90,T,50,T,375,T
1/9/2014,12:00,10,T,95,T,680,T,400,T,60,T,80,T,80,T,-65,T,163,T,90,T,50,T,375,T
1/9/2014,13:00,10,T,95,T,680,T,400,T,55,T,80,T,80,T,-65,T,155,T,90,T,50,T,370,T
1/9/2014,14:00,10,T,95,T,680,T,400,T,55,T,80,T,80,T,-70,T,149,T,90,H,50,T,370,T
1/9/2014,15:00,10,T,95,T,680,T,400,T,50,T,80,T,80,T,-75,T,145,T,80,G,50,T,370,T
1/9/2014,16:00,10,T,95,T,680,T,400,T,50,T,80,T,80,T,-80,T,140,T,80,MT,50,T,370,T
1/9/2014,17:00,10,T,95,T,680,T,400,T,50,T,80,T,80,T,-95,T,139,T,80,MT,50,T,370,T
1/9/2014,18:00,10,T,95,T,680,T,400,T,50,T,80,T,80,T,-100,T,137,T,80,MT,50,T,370,T
1/9/2014,19:00,10,M,95,MT,680,MT,400,T,50,T,80,T,60,MT,-105,T,137,MT,110,MT,50,MT,365,T
1/9/2014,20:00,10,M,95,MT,680,MT,400,T,50,T,80,T,60,MT,-110,T,139,MT,110,MT,50,MT,365,T
1/9/2014,21:00,10,M,95,MT,680,MT,400,T,50,T,80,T,60,MT,-115,T,140,MT,110,MT,50,MT,365,T
1/9/2014,22:00,10,M,95,MT,680,MT,400,T,50,M,80,T,60,MT,-122,T,145,MT,110,MT,50,MT,365,T
1/9/2014,23:00,10,M,95,MT,680,MT,400,T,50,M,80,T,60,MT,-125,T,150,T,110,MT,50,MT,365,T
1/10/2014,0:00,10,T,95,MT,680,T,400,T,50,T,80,T,50,T,-130,T,152,T,90,M,50,T,365,T
1/10/2014,1:00,10,T,90,MT,680,T,400,T,50,T,80,T,50,T,-130,T,153,T,90,M,50,T,365,T
1/10/2014,2:00,10,T,90,T,680,T,400,T,50,T,80,T,50,T,-130,T,162,T,90,T,50,T,365,T
1/10/2014,3:00,10,T,90,T,680,T,400,T,50,T,80,T,50,T,-130,T,171,T,90,M,50,T,365,T
1/10/2014,4:00,10,T,90,T,680,T,400,T,50,T,80,T,50,T,-130,T,180,T,90,M,50,T,365,T
1/10/2014,5:00,10,T,90,T,680,T,400,T,50,T,80,T,50,T,-130,T,193,T,90,M,50,T,365,T
1/10/2014,6:00,10,T,90,T,680,T,400,T,90,T,80,T,50,T,-145,T,200,T,90,M,50,T,365,T
1/10/2014,7:00,10,T,90,T,680,T,400,T,50,T,80,T,50,T,-145,T,201,T,90,T,50,T,365,T
1/10/2014,8:00,10,T,90,T,680,T,380,T,50,T,80,T,50,T,-145,,203,T,90,T,50,T,365,T
1/10/2014,9:00,10,T,90,T,680,T,380,T,50,T,80,T,50,T,-165,T,200,T,90,T,50,T,365,T
1/10/2014,10:00,10,,90,,680,,380,T,50,T,75,T,50,,-165,,190,T,90,,50,,365,
1/10/2014,14:00,10,T,85,MT,680,M,380,M,50,T,75,T,50,T,-175,G,160,T,90,T,50,T,365,T
1/11/2014,22:53,-,,-,,-,,-,,-,,-,,-,,-,,-,,135,,-,,-,
1/11/2014,22:54,50,,-,,-,,-,,-,,130,,50,,-,,-,,135,,-,,-,
1/11/2014,22:55,50,,150,,-,,-,,140,,130,,50,,-,,-,,135,,-,,-,
1/11/2014,23:00,50,,150,,690,,-,,140,,130,,50,,-,,-,,135,,-,,-,
1/11/2014,23:08,50,,150,,690,,-,,140,,130,,50,,-,,-,,135,,-,,-,
1/11/2014,23:56,40,,150,,690,,-,,140,,130,,50,,-,,-,,135,,-,,-,
1/11/2014,23:57,40,,150,,690,,-,,140,,130,,50,,-,,-,,135,,-,,-,
1/12/2014,0:00,80,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,
1/12/2014,0:03,80,,-,,-,,-,,-,,-,,120,,-,,-,,-,,-,,-,
1/12/2014,0:05,80,,-,,-,,-,,-,,130,,120,,-,,-,,-,,-,,-,
1/12/2014,0:06,80,,-,,-,,-,,-,,130,,120,,-195,,-,,-,,-,,-,
1/12/2014,0:07,80,,150,,-,,-,,-,,130,,120,,-195,M,-,,-,,-,,-,
1/12/2014,0:08,80,,150,,-,,-,,-,,130,,120,,-195,,-,,-,,-,,-,
1/12/2014,1:00,80,,150,,-,,-,,-,,130,,150,,-195,,-,,-,,-,,-,
1/12/2014,1:33,80,,150,,-,,-,,-,,130,,150,,-195,,160,,-,,-,,-,
1/12/2014,1:34,80,,150,,-,,-,,-,,130,,150,,-195,,160,,-,,75,,-,
1/12/2014,1:50,80,,150,,-,,-,,-,,130,,150,,-180,,160,,-,,75,,-,
1/12/2014,2:00,80,,150,,-,,-,,-,,130,,150,,-180,,160,,-,,75,,-,
1/12/2014,3:02,80,,150,,-,,-,,-,,130,,150,,-180,,160,,-,,75,,-,
1/12/2014,6:00,70,H,130,,690,,420,,110,,110,,205,,-170,,210,,95,,90,,360,
1/12/2014,7:00,90,G,130,,690,,420,,110,,110,,210,,-170,,211,,95,,90,,360,
1/12/2014,8:00,80,G,160,,710,,420,,110,,110,,210,,-170,,220,,95,,60,,410,
1/12/2014,8:25,80,G,160,,710,,420,,110,,110,,210,,-170,,220,,95,,60,,410,
1/12/2014,9:00,70,H,200,,710,,420,,110,,110,,210,,-170,,223,,95,,60,,410,
1/12/2014,10:00,70,H,205,,725,,420,,110,,110,,210,,-170,,210,,95,,60,,410,
1/12/2014,10:58,80,,205,,725,,420,,110,,110,,210,,-170,,210,,95,,60,,410,
1/12/2014,11:00,80,H,200,,725,,420,,100,,110,,210,,-170,,201,,125,,60,,410,
1/12/2014,11:01,80,,200,,725,,420,,100,,110,,210,,-170,,210,,125,,60,,410,
1/12/2014,11:02,80,,205,,725,,420,,100,,110,,210,,-170,,210,,95,,60,,410,
1/12/2014,11:03,80,,205,,725,,420,,100,,110,,210,,-170,,201,,95,,60,,410,
1/12/2014,11:04,80,,205,,725,,420,,100,,110,,210,,-170,,201,,95,,60,,410,
1/12/2014,11:05,80,,200,,740,,450,,100,,110,,210,,-175,,201,,110,,60,,410,
1/12/2014,11:06,80,,200,,740,,450,,100,,110,,210,,-175,,201,,110,,60,,410,
1/12/2014,11:13,80,,200,,740,,450,,100,,110,,210,,-175,,201,,110,,60,,410,
1/12/2014,11:44,80,,200,,740,,450,,100,,110,,210,,-175,,201,,110,,60,,410,
1/12/2014,12:00,80,,200,,740,,470,,120,,120,,210,,-175,,192,,125,,60,,410,
1/12/2014,12:30,80,,200,,740,,500,,120,,120,,210,,-175,,192,,125,,60,,410,
1/12/2014,12:40,80,,200,,740,,500,,120,,130,,210,,-175,,192,,125,,60,,410,
1/12/2014,12:50,100,,200,,740,,500,,120,,130,,210,,-175,,192,,125,,60,,410,
1/12/2014,13:00,110,M,190,,760,,500,,140,,135,,200,,-175,,185,,145,,60,,450,
1/12/2014,13:08,110,,190,,760,,500,,140,,135,,200,,-175,,185,,145,,60,,450,
1/12/2014,13:10,110,,190,,760,,500,,140,,135,,200,,-175,,185,,145,,60,,450,
1/12/2014,13:30,120,,190,,760,,500,,140,,135,,200,,-175,,185,,145,,60,,450,
1/12/2014,13:31,120,,190,,760,,500,,140,,135,,200,,-175,,185,,145,,60,,450,
1/12/2014,13:35,120,,190,,770,,500,,140,,135,,200,,-175,,185,,145,,60,,450,
1/12/2014,14:00,130,,190,,775,,530,,140,,135,,215,,-175,,165,,145,,60,,495,
1/12/2014,14:26,130,,190,,775,,530,,140,,135,,215,,-175,,165,,145,,60,,495,
1/12/2014,14:31,130,,190,,775,,530,,140,,135,,215,,-170,,165,,125,,60,,495,
1/12/2014,15:00,130,,190,,780,,530,,150,,135,,220,M,-170,,148,,125,,120,,495,
1/12/2014,15:40,130,,210,,780,,530,,150,,135,,220,,-170,,148,,125,,120,,495,
1/12/2014,15:45,130,,210,,780,,530,,150,,135,,220,,-170,,148,,125,,120,,545,
1/12/2014,16:00,140,,230,,790,,530,,160,,135,,220,,-170,,130,,125,,120,,545,
1/12/2014,16:10,140,,250,,790,,530,,160,,135,,220,,-170,,130,,125,,120,,545,
1/12/2014,16:15,140,,260,,790,,530,,160,,135,,220,,-170,,130,,125,,120,,545,
1/12/2014,16:25,140,,270,,790,,530,,160,,135,,220,,-170,,130,,125,,120,,545,
1/12/2014,17:00,100,,280,M,790,,530,,160,,135,,230,,-165,,127,,125,,140,,545,
1/12/2014,17:25,100,,280,,800,H,530,,160,,135,,230,,-165,,127,,125,,140,,545,
1/12/2014,17:35,100,,280,,810,,530,,160,,135,,230,,-165,,127,,125,,140,,545,
1/12/2014,17:45,130,,280,,810,,530,,160,,135,,230,,-165,,127,,125,,140,,545,
1/12/2014,17:46,100,,280,,810,,530,,160,,135,,230,,-165,,127,,125,,140,,545,
1/12/2014,17:48,100,,280,,810,,530,,160,,110,,230,,-165,,127,,125,,140,,545,
1/12/2014,18:00,100,,280,,820,,560,,165,,140,,230,,-155,,-155,,145,,140,,545,
1/12/2014,19:00,100,,280,,830,,560,,165,,140,,230,,-155,,-155,,145,,140,,555,
1/12/2014,19:25,100,,280,,840,,560,,165,,140,,230,,-155,,-155,,145,,140,,555,
1/12/2014,19:30,100,,280,,840,,560,,165,,160,,230,,-155,,-155,,145,,140,,555,
1/12/2014,19:35,100,,280,,850,,590,,165,,160,,230,,-155,,-155,,145,,140,,555,
1/12/2014,19:50,100,,280,,850,,590,,165,,170,,230,,-155,,-155,,145,,140,,555,
1/12/2014,20:00,100,,270,,860,,600,,165,,175,,230,,-150,,127,,145,,140,,555,
1/12/2014,20:10,100,,270,,870,,600,,165,,175,,230,,-150,,127,,145,,140,,555,
1/12/2014,20:20,100,,250,,870,,600,,165,,175,,230,,-150,,127,,145,,140,,555,
1/12/2014,21:00,80,,230,,870,,610,,180,,175,,280,,-150,,127,,145,,175,,615,
1/12/2014,21:10,80,,230,,870,,610,,180,,175,,280,,-150,,127,,145,,175,,615,
1/12/2014,22:00,80,,255,,860,,610,,190,,180,,290,,-145,,127,,145,,175,,615,
1/12/2014,23:00,80,,225,,860,,680,,190,,185,,290,,-140,,146,,145,,180,,590,
1/13/2014,0:00,80,M,225,,875,H,610,H,190,,185,,290,,-140,,146,,145,,180,,590,
1/13/2014,1:00,80,M,225,,860,H,610,H,190,,185,,290,,-140,,146,,145,,180,,590,
1/13/2014,2:00,70,M,225,,880,H,600,M,190,,195,,290,,-140,,152,,145,,180,,550,
1/13/2014,3:00,70,M,210,M,900,M,600,,180,M,185,,290,,-140,M,175,M,110,G,180,,550,
1/13/2014,4:00,70,,200,MT,910,G,620,MT,180,M,180,M,290,,-140,M,182,G,110,G,180,,550,
1/13/2014,5:00,60,M,190,MT,910,G,640,M,175,M,175,MT,290,,-140,M,187,G,110,G,180,,550,
1/13/2014,6:00,60,M,180,M,920,G,650,G,170,M,170,M,290,M,-140,H,193,H,110,G,160,M,450,M
1/13/2014,7:00,60,H,170,M,920,G,660,G,170,M,170,M,290,M,-150,G,210,M,110,G,140,H,450,M
1/13/2014,8:00,60,H,170,G,925,G,660,G,165,H,165,M,290,M,-150,H,215,H,110,G,125,H,450,M
1/13/2014,9:00,60,H,170,G,925,G,660,M,160,MT,150,M,290,M,-155,H,209,M,110,G,115,G,450,M
1/13/2014,10:00,60,M,160,M,925,M,670,M,150,M,150,M,300,G,-155,G,190,M,110,M,110,M,510,M
1/13/2014,11:00,60,M,160,M,925,M,670,,150,M,150,M,300,M,-155,G,190,,110,M,110,M,510,M
1/13/2014,12:00,60,M,160,M,920,M,650,M,140,M,125,M,300,M,-165,M,150,M,110,M,90,M,510,M
1/13/2014,13:00,60,M,160,T,915,M,650,M,140,T,125,M,300,M,-165,M,150,M,110,M,90,M,510,M
1/13/2014,14:00,60,M,160,T,910,M,650,T,140,T,125,M,300,M,-165,M,150,MT,110,M,90,M,400,M
1/13/2014,15:00,60,M,170,MT,910,M,650,T,135,MT,120,M,300,M,-165,M,150,M,110,T,90,T,400,M
1/13/2014,16:00,60,M,170,MT,910,M,650,T,135,MT,120,M,300,M,-160,M,150,M,110,T,90,T,400,M
1/13/2014,17:00,60,M,160,M,900,MT,650,T,110,G,120,M,300,M,-140,H,140,G,110,T,90,M,400,H
1/13/2014,18:00,60,M,155,M,890,M,640,M,110,G,120,M,300,M,-165,H,140,G,110,T,90,M,400,H
1/13/2014,19:00,60,M,155,,890,,630,M,110,,120,,300,,-165,,140,,110,,90,,400,
1/13/2014,20:00,60,M,155,,890,,620,M,110,,120,,300,,-165,,140,,110,,90,,400,
1/13/2014,21:00,60,M,155,,890,,610,M,110,,120,,300,,-165,,140,,110,,90,,400,
1/13/2014,22:00,50,M,155,,890,,610,M,110,,120,,300,,-165,,140,,110,,90,,400,
1/13/2014,23:00,50,M,155,,890,,610,,110,,120,,300,,-165,,140,,110,,90,,400,
1/14/2014,0:00,50,M,145,MT,830,M,580,M,100,M,105,M,295,M,-170,T,145,M,120,M,75,M,370,M
1/14/2014,1:00,50,M,145,M,820,MT,570,M,100,M,105,M,295,M,-170,T,150,M,100,M,80,M,365,T
1/14/2014,2:00,50,M,145,M,800,MT,560,M,100,MT,100,M,295,M,-175,T,156,M,100,MT,80,M,365,T
1/14/2014,3:00,50,T,140,M,790,MT,550,M,90,MT,100,M,295,M,-170,T,167,M,100,MT,75,M,365,T
1/14/2014,4:00,50,M,140,M,790,MT,540,M,80,MT,100,M,295,M,-170,T,174,M,100,MT,75,M,365,T
1/14/2014,5:00,50,M,140,M,780,M,530,M,80,MT,90,M,285,M,-190,MT,180,M,100,MT,75,M,365,T
1/14/2014,6:00,50,M,135,M,775,M,520,T,80,T,90,M,285,T,-190,M,184,M,100,M,75,M,365,T
1/14/2014,7:00,50,M,135,M,775,T,510,T,80,T,90,M,280,T,-190,T,197,T,100,T,75,M,365,T
1/14/2014,8:00,50,M,135,T,760,T,510,T,80,T,90,T,280,T,-190,M,205,T,100,T,75,M,365,T
1/14/2014,9:00,50,M,100,T,750,T,500,T,80,T,90,T,280,T,-195,M,204,T,100,T,70,T,365,T
1/14/2014,10:00,50,T,135,T,740,T,490,T,80,T,90,T,280,T,-195,T,200,T,100,T,70,T,365,T
1/14/2014,11:00,50,T,135,T,730,MT,490,T,80,T,90,T,275,T,-195,T,200,T,100,T,70,T,365,T
1/14/2014,12:00,50,T,130,T,730,MT,470,T,80,T,90,T,260,T,-200,T,165,T,100,T,100,T,365,T
1/14/2014,13:00,50,T,130,T,730,T,470,T,80,T,90,T,260,T,-200,T,165,T,100,T,100,T,365,T
1/14/2014,14:00,50,G,130,T,730,T,460,T,70,T,85,M,260,T,-200,T,155,T,100,T,100,T,380,T
1/14/2014,15:00,50,H,130,T,730,T,460,T,70,T,85,M,250,T,-200,T,143,T,100,T,100,T,380,T
1/14/2014,16:00,70,H,130,M,730,T,450,T,70,T,85,M,250,T,-200,M,125,T,100,M,100,T,380,T
1/14/2014,17:00,70,H,130,M,710,M,450,T,70,MT,75,M,245,T,-200,M,119,T,100,M,100,M,380,T
1/14/2014,18:00,70,H,130,M,710,H,450,H,70,M,75,M,235,T,-200,M,122,M,100,M,100,M,370,T
1/14/2014,19:00,80,H,130,M,750,H,450,G,70,MT,85,M,230,M,-200,H,127,M,80,MT,60,M,380,M
1/14/2014,19:10,80,,150,M,750,,450,,70,,85,,230,,-200,,127,,80,,60,,380,
1/14/2014,19:30,80,,170,M,750,,450,,70,,85,,230,,-200,,127,,80,,60,,380,
1/14/2014,19:50,80,,170,M,750,,450,,70,,85,,230,,-200,,127,,80,,60,,380,
1/14/2014,20:00,80,G,170,,760,M,450,G,70,M,85,M,230,M,-200,H,127,M,80,MT,60,M,380,
1/14/2014,20:25,80,,185,M,760,,450,,70,,85,,230,,-200,,127,,80,,60,,380,
1/14/2014,21:00,60,M,185,,740,M,450,,60,MT,85,MT,225,M,-200,M,127,,80,,60,M,380,
